0;2
1;2
2;1
3;2
4;2
5;2
6;2
7;0
8;3
9;2
10;4
11;3
12;3
13;4
14;3
15;4
16;2
17;3
18;1
19;1
20;1
21;1
22;1
23;1
24;1
25;1
26;0
27;0
28;1
29;1
30;1
31;1
32;2
33;2
34;1
35;2
36;0
37;1
38;1
39;0
40;0
41;0
42;2
43;2
44;2
45;1
46;2
47;1
48;3
49;1
50;1
51;2
52;1
53;1
54;0
55;1
56;2
57;3
58;3
59;3
60;3
61;3
62;2
63;3
64;3
65;2
66;3
67;0
68;2
69;2
70;1
71;2
72;2
73;1
74;4
75;2
76;1
77;1
78;0
79;0
80;1
81;1
82;1
83;2
84;2
85;0
86;1
87;2
88;2
89;2
90;0
91;1
92;1
93;2
94;1
95;1
96;1
97;2
98;4
99;1
100;2
101;0
102;2
103;2
104;2
105;2
106;2
107;2
108;1
109;0
110;1
111;1
112;1
113;2
114;2
115;3
116;3
117;3
118;2
119;1
120;1
121;2
122;2
123;2
124;0
125;1
126;1
127;1
128;1
129;1
130;1
131;1
132;1
133;1
134;1
135;2
136;1
137;1
138;1
139;3
140;1
141;2
142;1
143;1
144;1
145;1
146;0
147;2
148;1
149;1
150;2
151;1
152;2
153;0
154;2
155;3
156;3
157;2
158;1
159;0
160;2
161;2
162;0
163;3
164;3
165;3
166;1
167;3
168;2
169;1
170;2
171;2
172;1
173;0
174;1
175;1
176;0
177;0
178;0
179;2
180;2
181;1
182;1
183;0
184;0
185;0
186;0
187;0
188;0
189;1
190;1
191;0
192;2
193;0
194;1
195;1
196;1
197;1
198;2
199;1
200;1
201;2
202;3
203;2
204;1
205;3
206;3
207;2
208;1
209;2
210;2
211;3
212;1
213;1
214;1
215;1
216;1
217;3
218;1
219;1
220;1
221;1
222;1
223;1
224;1
225;1
226;1
227;1
228;1
229;2
230;1
231;1
232;1
233;3
234;2
235;2
236;0
237;1
238;0
239;1
240;2
241;2
242;0
243;2
244;1
245;1
246;1
247;2
248;3
249;2
250;3
251;1
252;1
253;1
254;1
255;1
256;2
257;1
258;3
259;3
260;2
261;1
262;2
263;2
264;1
265;2
266;2
267;1
268;1
269;3
270;2
271;2
272;3
273;3
274;2
275;2
276;3
277;2
278;2
279;2
280;2
281;2
282;1
283;1
284;3
285;2
286;3
287;3
288;2
289;1
290;2
291;0
292;1
293;2
294;1
295;1
296;2
297;1
298;1
299;0
300;3
301;1
302;2
303;2
304;2
305;1
306;1
307;1
308;1
309;1
310;2
311;1
312;1
313;3
314;2
315;3
316;2
317;2
318;3
319;1
320;0
321;2
322;3
323;1
324;0
325;2
326;2
327;1
328;2
329;0
330;1
331;2
332;1
333;2
334;0
335;2
336;2
337;2
338;1
339;1
340;1
341;2
342;1
343;1
344;1
345;1
346;1
347;2
348;1
349;1
350;2
351;1
352;3
353;2
354;2
355;3
356;1
357;1
358;2
359;2
360;2
361;1
362;1
363;0
364;1
365;1
366;0
367;2
368;2
369;2
370;1
371;1
372;2
373;3
374;2
375;3
376;2
377;3
378;2
379;3
380;3
381;2
382;2
383;2
384;1
385;2
386;1
387;2
388;2
389;1
390;3
391;2
392;2
393;0
394;1
395;1
396;1
397;1
398;3
399;1
400;1
401;2
402;1
403;1
404;2
405;3
406;2
407;0
408;0
409;0
410;0
411;0
412;0
413;1
414;2
415;1
416;1
417;2
418;2
419;2
420;0
421;0
422;1
423;1
424;1
425;0
426;1
427;1
428;0
429;0
430;0
431;0
432;0
433;0
434;0
435;1
436;2
437;0
438;1
439;3
440;1
441;1
442;2
443;1
444;1
445;2
446;2
447;3
448;1
449;2
450;2
451;1
452;2
453;1
454;4
455;1
456;2
457;1
458;1
459;0
460;2
461;0
462;1
463;1
464;3
465;3
466;1
467;2
468;2
469;2
470;2
471;3
472;2
473;2
474;2
475;2
476;2
477;3
478;2
479;2
480;3
481;2
482;3
483;1
484;2
485;2
486;3
487;1
488;0
489;1
490;1
491;0
492;0
493;1
494;1
495;1
496;2
497;1
498;3
499;2
500;1
501;1
502;0
503;1
504;1
505;1
506;3
507;5
508;2
509;4
510;2
511;3
512;2
513;1
514;2
515;0
516;2
517;3
518;1
519;1
520;1
521;3
522;2
523;4
524;4
525;2
526;2
527;3
528;2
529;2
530;2
531;2
532;4
533;2
534;2
535;2
536;1
537;1
538;2
539;3
540;2
541;2
542;2
543;2
544;1
545;1
546;2
547;0
