548;1
549;2
550;2
551;1
552;2
553;0
554;2
555;2
556;1
557;0
558;1
559;4
560;4
561;2
562;4
563;3
564;3
565;2
566;0
567;2
568;3
569;3
570;3
571;2
572;1
573;1
574;1
575;3
576;3
577;1
578;1
579;2
580;1
581;2
582;1
583;1
584;3
585;1
586;2
587;2
588;1
589;2
590;2
591;2
592;1
593;1
594;1
595;0
596;1
597;1
598;0
599;0
600;1
601;2
602;0
603;1
604;1
605;0
606;0
607;0
608;1
609;1
610;1
611;1
612;0
613;1
614;0
615;1
616;0
617;0
618;1
619;0
620;0
621;1
622;1
623;0
624;0
625;3
626;0
627;0
628;1
629;1
630;1
631;1
632;1
633;1
634;1
635;1
636;0
637;2
638;2
639;2
640;0
641;3
642;1
643;0
644;0
645;1
646;0
647;1
648;1
649;2
650;1
651;1
652;1
653;2
654;2
655;1
656;1
657;2
658;1
659;0
660;1
661;3
662;2
663;1
664;2
665;1
666;2
667;3
668;2
669;0
670;1
671;0
672;0
673;0
674;0
675;0
676;0
677;0
678;0
679;0
680;1
681;0
682;1
683;1
684;1
685;0
686;2
687;3
688;2
689;0
690;0
691;2
692;0
693;0
694;0
695;1
696;1
697;0
698;1
699;0
700;0
701;0
702;1
703;0
704;1
705;0
706;0
707;1
708;0
709;1
710;0
711;0
712;0
713;1
714;1
715;1
716;0
717;0
718;0
719;0
720;0
721;1
722;1
723;1
724;1
725;1
726;0
727;0
728;0
729;0
730;1
731;2
732;1
733;1
734;1
735;1
736;1
737;1
738;1
739;1
740;1
741;0
742;1
743;1
744;1
745;2
746;2
747;1
748;2
749;2
750;1
751;1
752;2
753;1
754;1
755;0
756;1
757;1
758;2
759;2
760;1
761;1
762;1
763;1
764;1
765;0
766;1
767;1
768;2
769;1
770;1
771;2
772;1
773;2
774;1
775;1
776;2
777;0
778;1
779;1
780;0
781;1
782;0
783;0
784;1
785;2
786;1
787;1
788;1
789;1
790;3
791;2
792;1
793;3
794;3
795;1
796;2
797;2
798;1
799;1
800;2
801;2
802;2
803;1
804;2
805;2
806;3
807;2
808;4
809;2
810;2
811;1
812;0
813;3
814;1
815;2
816;2
817;3
818;3
819;2
820;2
821;1
822;2
823;2
824;2
825;1
826;3
827;1
828;1
829;1
830;1
831;1
832;1
833;1
834;1
835;2
836;1
837;1
838;1
839;2
840;1
841;1
842;3
843;1
844;1
845;0
846;2
847;1
848;1
849;2
850;2
851;0
852;2
853;0
854;1
855;0
856;1
857;1
858;1
859;0
860;1
861;0
862;0
863;0
864;1
865;2
866;0
867;2
868;1
869;2
870;2
871;1
872;0
873;2
874;0
875;0
876;0
877;0
878;0
879;1
880;1
881;0
882;0
883;1
884;0
885;2
886;0
887;1
888;1
889;1
890;2
891;3
892;1
893;1
894;1
895;0
896;1
897;1
898;1
899;0
900;0
901;1
902;2
903;0
904;2
905;1
906;3
907;2
908;1
909;1
910;2
911;2
912;2
913;2
914;2
915;2
916;1
917;1
918;1
919;1
920;1
921;1
922;1
923;1
924;4
925;3
926;1
927;3
928;2
929;0
930;2
931;2
932;2
933;2
934;3
935;3
936;1
937;4
938;0
939;1
940;2
941;2
942;1
943;1
944;1
945;0
946;0
947;0
948;1
949;1
950;1
951;1
952;0
953;0
954;1
955;0
956;1
957;1
958;1
959;2
960;1
961;2
962;0
963;0
964;0
965;1
966;0
967;2
968;1
969;2
970;1
971;2
972;2
973;1
974;1
975;3
976;2
977;0
978;3
979;3
980;4
981;3
982;3
983;3
984;1
985;3
986;4
987;4
988;2
989;1
990;2
991;1
992;1
993;1
994;2
995;2
996;3
997;1
998;2
999;3
1000;1
1001;3
1002;3
1003;2
1004;3
1005;3
1006;2
1007;3
1008;3
1009;2
1010;2
1011;2
1012;1
